property_type,price_aprox_usd,surface_covered_in_m2,state,lat,lon
house,147522.15,380.0,Distrito Federal,19.515556,-99.158339
apartment,47681.26,90.0,Distrito Federal,19.305233,-99.12269
apartment,361383.24,102.0,Distrito Federal,19.440935,-99.188522
apartment,1946000.0,400.0,Distrito Federal,19.382275,-99.270241
apartment,2400000.0,472.0,Distrito Federal,19.433077,-99.198212
apartment,7823.94,49.0,Distrito Federal,19.2834941715,-99.0553173423
apartment,237089.17,250.0,Distrito Federal,19.340202,-99.257774
apartment,83385.1,80.0,Distrito Federal,19.383205,-99.17952
apartment,39887.56,75.0,Distrito Federal,19.38828,-99.195529
apartment,75868.53,80.0,Distrito Federal,19.425194,-99.116949
house,579688.75,630.0,Distrito Federal,19.35883,-99.192285
house,30038.41,55.0,Quintana Roo,20.6539633311,-87.1071476226
apartment,152719.99,62.0,Distrito Federal,19.39365,-99.14769
house,271294.33,300.0,Distrito Federal,19.382986,-99.241837
house,495252.94,290.0,Distrito Federal,19.312578,-99.236298
apartment,65243.41,70.0,Distrito Federal,19.317961,-99.088426
apartment,112046.55,112.0,Distrito Federal,19.431629,-99.162762
apartment,44252.43,44.0,Distrito Federal,19.458919,-99.125256
apartment,12314237.99,70.0,Distrito Federal,19.36045,-99.156891
apartment,42430.21,150.0,Distrito Federal,19.290953,-99.124863
house,45310.37,81.0,Quintana Roo,20.669207,-87.067749
apartment,40969.0,75.0,Distrito Federal,19.321198,-99.103194
apartment,221283.23,165.0,Distrito Federal,19.355429,-99.275464
apartment,22339.06,45.0,Distrito Federal,19.500738,-99.183855
house,490000.0,550.0,Quintana Roo,20.6771173753,-87.0494842529
apartment,72760.03,65.0,Distrito Federal,19.401819,-99.184615
house,474178.35,520.0,Distrito Federal,19.4053,-99.194061
apartment,61537.81,52.0,Distrito Federal,19.392349,-99.07093
apartment,1053979.56,279.0,Distrito Federal,19.3491793,-99.2591894
house,99656.48,100.0,Distrito Federal,19.347191,-99.10749
apartment,90093.88,85.0,Distrito Federal,19.375374,-99.137657
apartment,173482.84,85.0,Distrito Federal,19.3390684,-99.2359508
apartment,54952.0,85.0,Distrito Federal,19.44673,-99.161695
apartment,157111.09,85.0,Distrito Federal,19.4030072,-99.1518374
apartment,452050.03,157.0,Distrito Federal,19.394358,-99.177444
apartment,63223.78,72.0,Distrito Federal,19.305661,-99.080495
apartment,87443.75,100.0,Distrito Federal,19.396705,-99.181902
apartment,152790.8,123.0,Distrito Federal,19.2748808,-99.215197
house,115910.26,111.0,Distrito Federal,19.281164,-99.20237
apartment,32876.36,75.0,Distrito Federal,19.317741,-99.119331
apartment,109061.02,85.0,Distrito Federal,19.349174,-99.145828
apartment,166528.77,144.0,Quintana Roo,21.129547,-86.817017
apartment,258690.63,100.0,Distrito Federal,19.305561,-99.171219
apartment,26114.97,46.0,Distrito Federal,19.451408107,-99.1426151991
house,93571.19,120.0,Distrito Federal,19.478152,-99.083024
apartment,157796.01,110.0,Distrito Federal,19.494455,-99.127874
apartment,1600000.0,336.0,Quintana Roo,21.129547,-86.817017
apartment,125000.0,34.0,Quintana Roo,20.199379,-87.45773
house,263020.6,175.0,Distrito Federal,19.380273,-99.155793
apartment,97891.48,70.0,Distrito Federal,19.387209,-99.222038
house,463224.01,285.0,Distrito Federal,19.384203,-99.1632256
apartment,8695.33,43.0,Distrito Federal,19.2833726485,-99.0549311042
apartment,205526.01,0.0,Distrito Federal,19.3389689,-99.2184053
apartment,200208.63,90.0,Distrito Federal,19.40359,-99.169905
apartment,550000.0,207.0,Quintana Roo,21.1466181,-86.7914076
apartment,209692.2,87.0,Distrito Federal,19.36476,-99.163522
house,102763.0,168.0,Quintana Roo,21.082655,-86.857162
apartment,110667.85,75.0,Distrito Federal,19.3750259,-99.1364912
house,205477.28,235.0,Distrito Federal,19.399652,-99.16127
house,468909.7,515.0,Quintana Roo,21.107082,-86.842579
apartment,132010.94,79.0,Distrito Federal,19.4653881,-99.1730184
house,95625.96,0.0,Distrito Federal,19.485109,-99.072311
house,220000.0,160.0,Quintana Roo,20.672942346,-87.0388474632
apartment,26785.09,51.0,Distrito Federal,19.2834131562,-99.055660665
apartment,2000000.0,520.0,Quintana Roo,21.1902642,-86.8198375
apartment,132700.0,96.0,Quintana Roo,20.626583,-87.078659
house,200208.63,300.0,Quintana Roo,21.078379,-86.848007
apartment,215000.0,0.0,Quintana Roo,21.129547,-86.817017
house,500640.29,250.0,Distrito Federal,19.3452009644,-99.1663956642
apartment,1256607.0,206.0,Distrito Federal,19.4354835,-99.2106606
store,15597.72,45.0,Benito Juárez,21.158619,-86.87664
apartment,221227.91,163.0,Distrito Federal,19.375412,-99.144234
apartment,44783.51,45.0,Distrito Federal,19.45756,-99.194748
apartment,55985.7,63.0,Distrito Federal,19.2990233,-99.0436467
apartment,90888.13,100.0,Distrito Federal,19.373493,-99.189857
apartment,205526.01,150.0,Distrito Federal,19.2775156,-99.1645304
apartment,145461.63,250.0,Distrito Federal,19.3807986,-99.1560623
house,237089.17,350.0,Quintana Roo,21.0761047489,-86.8480952829
house,53740.21,273.0,Distrito Federal,19.2986762325,-99.0586825088
apartment,189671.34,196.0,Distrito Federal,19.430132,-99.169144
apartment,210745.93,120.0,Distrito Federal,19.399291,-99.14931
apartment,241624.81,88.0,Distrito Federal,19.3849579,-99.1598558
apartment,177026.58,120.0,Distrito Federal,19.366901,-99.297272
house,3187646.49,100.0,Distrito Federal,19.433229,-99.148535
apartment,45004.92,50.0,Distrito Federal,19.452253,-99.124704
apartment,420000.0,115.0,Quintana Roo,20.6295586,-87.0738851
house,108032.9,60.0,Distrito Federal,19.307591,-99.239991
apartment,34509.64,50.0,Distrito Federal,19.291405,-99.055666
apartment,142253.5,120.0,Distrito Federal,19.404661,-99.133858
house,71126.75,90.0,Distrito Federal,19.336134,-99.236897
apartment,163366.83,86.0,Distrito Federal,19.379706,-99.171795
apartment,62117.36,74.0,Distrito Federal,19.40201,-99.174279
apartment,185595.26,122.0,Distrito Federal,19.39365,-99.14769
apartment,51284.75,52.0,Distrito Federal,19.390201,-99.0743
apartment,39514.86,65.0,Distrito Federal,19.387651,-99.142257
apartment,43940.52,95.0,Distrito Federal,19.426948,-99.106956
house,1050000.0,355.0,Distrito Federal,19.3970504,-99.2390458
apartment,1000000.0,220.0,Distrito Federal,19.433077,-99.198212
apartment,131716.2,208.0,Distrito Federal,19.462971,-99.125854
house,80037.3,150.0,Distrito Federal,19.346523,-99.191292
house,284574.48,221.0,Distrito Federal,19.248758,-99.173294
apartment,1263948.74,418.0,Distrito Federal,19.4292092,-99.1900205
apartment,93518.5,65.0,Distrito Federal,19.472155,-99.161186
apartment,53107.97,69.0,Distrito Federal,19.324386,-99.124228
apartment,65397.62,91.0,Distrito Federal,19.317741,-99.119331
apartment,86932.69,80.0,Distrito Federal,19.365843,-99.149901
apartment,210745.93,100.0,Distrito Federal,19.41498,-99.177444
apartment,37908.11,60.0,Distrito Federal,19.457058,-99.190308
apartment,842983.74,470.0,Distrito Federal,19.390415,-99.254997
house,395242.33,450.0,Quintana Roo,21.1071645,-86.8469563
apartment,26071.9,50.0,Distrito Federal,19.384327,-99.215523
house,85970.27,90.0,Distrito Federal,19.337412,-99.213994
house,26349.48,50.0,Distrito Federal,19.3624700335,-99.0579915047
apartment,38817.08,70.0,Distrito Federal,19.452297,-99.138695
apartment,39514.86,79.0,Distrito Federal,19.496204,-99.086136
apartment,68070.93,80.0,Distrito Federal,19.400731,-99.125466
house,195466.85,353.0,Distrito Federal,19.276456,-99.208052
house,237089.17,190.0,Distrito Federal,19.336828,-99.135239
apartment,171703.67,65.0,Distrito Federal,19.431791,-99.171759
apartment,104319.23,97.0,Distrito Federal,19.430141,-99.172536
apartment,73761.71,181.0,Distrito Federal,19.4066179,-99.136137
apartment,32349.5,265.0,Distrito Federal,19.4253156087,-99.0601158142
house,174761.06,349.0,Distrito Federal,19.330405,-99.257428
apartment,126236.81,97.0,Distrito Federal,19.271467,-99.146309
apartment,39563.23,90.0,Distrito Federal,19.365917,-99.196977
house,866165.79,274.0,Distrito Federal,19.365751,-99.144961
house,157796.01,153.0,Distrito Federal,19.284672,-99.220367
apartment,23355.39,32.0,Distrito Federal,19.397327,-99.123744
house,260859.94,354.0,Distrito Federal,19.3219677,-99.2688571
apartment,737785.69,360.0,Distrito Federal,19.3847298,-99.2604287
apartment,1875989.0,391.0,Quintana Roo,21.1468685918,-86.7891611416
apartment,158059.45,100.0,Distrito Federal,19.318989,-99.094437
house,205477.28,153.0,Distrito Federal,19.300456,-99.115741
apartment,20547.72,67.0,Distrito Federal,19.315626,-99.10273
apartment,40410.53,50.0,Distrito Federal,19.369859,-99.135812
apartment,474290.8,210.0,Distrito Federal,19.4313193,-99.2182913
house,510532.02,321.0,Distrito Federal,21.085934,-101.521965
apartment,833170.84,435.0,Quintana Roo,21.1903799,-86.8190064
house,60551.12,91.0,Quintana Roo,20.738135,-87.027651
apartment,73761.07,64.0,Distrito Federal,19.394628,-99.143842
apartment,76184.65,100.0,Distrito Federal,19.336994,-99.162355
apartment,76922.26,85.0,Distrito Federal,19.302569,-99.167059
apartment,85352.1,58.0,Distrito Federal,19.386852,-99.194748
apartment,71074.06,46.0,Distrito Federal,19.425235,-99.142348
apartment,41680.96,55.0,Distrito Federal,19.449997,-99.18117
apartment,175231.5,100.0,Distrito Federal,19.428324,-99.176337
apartment,44783.51,45.0,Distrito Federal,19.45756,-99.194748
apartment,2217920.0,283.0,Distrito Federal,19.4338054,-99.1922219
apartment,550000.0,228.0,Quintana Roo,21.1295466,-86.8170132
house,157569.94,237.0,Quintana Roo,21.129547,-86.817017
house,1580594.51,850.0,Distrito Federal,19.410731,-99.239743
apartment,96679.69,60.0,Distrito Federal,19.364891,-99.148384
house,4700000.0,646.0,Distrito Federal,19.4234741031,-99.2137571052
apartment,72314.83,75.0,Distrito Federal,19.444361,-99.172703
apartment,96198.77,80.0,Distrito Federal,23.634501,-102.552788
apartment,23806.75,65.0,Distrito Federal,19.492195,-99.182526
apartment,71126.75,70.0,Distrito Federal,19.396862,-99.172659
apartment,295000.0,168.0,Quintana Roo,20.681530833,-87.0403880335
apartment,135085.08,150.0,Distrito Federal,19.432657,-99.177444
house,203369.82,232.0,Distrito Federal,19.352605,-99.131212
apartment,63223.78,60.0,Distrito Federal,19.295734,-99.146996
house,147803.03,260.0,Distrito Federal,19.376456,-99.145563
apartment,54688.57,90.0,Distrito Federal,19.456145,-99.201167
store,228450.07,810.0,Quintana Roo,21.1663008,-86.8392398
apartment,157653.76,75.0,Distrito Federal,19.3919636,-99.1485267
apartment,47348.86,43.0,Distrito Federal,19.443592,-99.121407
apartment,110799.67,85.0,Distrito Federal,19.3700179,-99.1396023
apartment,138320.85,78.0,Distrito Federal,19.3743553,-99.1383819
apartment,856358.39,170.0,Distrito Federal,19.4362710399,-99.1930968315
house,795565.9,499.0,Distrito Federal,19.342498,-99.158641
apartment,526989.78,255.0,Distrito Federal,19.390415,-99.254997
house,72197.6,116.0,Solidaridad,20.676053,-87.05539
apartment,44994.25,60.0,Distrito Federal,19.487517,-99.181718
house,816834.16,0.0,Distrito Federal,19.401079,-99.24807
apartment,349232.35,147.0,Distrito Federal,19.381089,-99.172861
apartment,280000.0,89.0,Quintana Roo,20.5005113994,-87.2231197357
apartment,52686.48,65.0,Distrito Federal,19.49774,-99.176701
house,434663.49,450.0,Quintana Roo,21.082655,-86.857162
apartment,129674.58,113.0,Distrito Federal,19.366883,-99.172281
apartment,843183.65,240.0,Distrito Federal,19.43543,-99.19238
apartment,181811.47,131.0,Quintana Roo,21.129547,-86.817017
house,237145.4,501.0,Distrito Federal,19.4846606,-99.1886749
apartment,326656.19,137.0,Distrito Federal,19.275206,-99.218292
apartment,308215.93,88.0,Distrito Federal,19.432471,-99.172571
apartment,64281.19,72.0,Distrito Federal,19.366505,-99.222297
house,159150.91,160.0,Distrito Federal,19.472291,-99.129577
apartment,116331.75,60.0,Distrito Federal,19.299906,-99.110172
house,32126.35,67.0,Distrito Federal,19.3036625627,-99.0388629958
apartment,84845.35,85.0,Distrito Federal,19.368058,-99.218337
apartment,209847.33,134.0,Quintana Roo,21.14446493,-86.8220134825
apartment,43202.91,50.0,Distrito Federal,19.410307,-99.065399
apartment,315000.0,167.0,Quintana Roo,21.1289990693,-86.8125915527
apartment,1100000.0,480.0,Distrito Federal,19.4010793,-99.2480728
apartment,81242.55,80.0,Distrito Federal,19.363254,-99.174611
apartment,72707.34,42.0,Distrito Federal,19.443178,-99.144234
apartment,53476.78,80.0,Distrito Federal,19.441809,-99.156423
apartment,107991.94,54.0,Distrito Federal,19.3638234,-99.1444714
house,223789.84,157.0,Distrito Federal,19.3794059,-99.1591446
apartment,113170.56,90.0,Distrito Federal,19.391074,-99.165737
apartment,290000.0,75.0,Quintana Roo,20.6295586,-87.0738851
apartment,131500.0,32.0,Quintana Roo,20.626583,-87.078659
house,637657.63,306.0,Distrito Federal,19.3360288,-99.2021638
apartment,147522.15,95.0,Distrito Federal,19.394358,-99.177444
apartment,66011.63,80.0,Distrito Federal,19.380951,-99.13662
apartment,60793.54,80.0,Distrito Federal,19.402944,-99.199727
house,50064.02,102.0,Quintana Roo,21.136428,-86.838939
apartment,175375.7,70.0,Distrito Federal,19.303924,-99.181761
apartment,65873.72,45.0,Distrito Federal,19.444584,-99.174675
apartment,46283.28,1100.0,Distrito Federal,19.453564,-99.133092
apartment,123631.99,84.0,Distrito Federal,19.373239,-99.140773
apartment,75552.41,75.0,Distrito Federal,19.404442,-99.162688
apartment,131926.95,80.0,Distrito Federal,19.431629,-99.162762
apartment,175273.11,75.0,Distrito Federal,19.432657,-99.177444
apartment,48218.66,70.0,Distrito Federal,19.481886,-99.112749
apartment,459228.19,126.0,Distrito Federal,19.315498,-99.220634
apartment,289775.66,158.0,Distrito Federal,19.410732,-99.165029
house,118164.98,140.0,Distrito Federal,19.338341,-99.244261
apartment,1052922.0,143.0,Distrito Federal,19.4339975,-99.1909529
house,392514.3,146.0,Distrito Federal,19.312578,-99.236298
apartment,904000.0,331.0,Quintana Roo,21.129547,-86.817017
apartment,152000.0,79.0,Quintana Roo,20.6295586,-87.0738851
house,440722.43,351.0,Distrito Federal,19.337264,-99.235472
apartment,68861.23,51.0,Distrito Federal,19.473415,-99.143539
apartment,71811.67,70.0,Distrito Federal,19.321703,-99.108553
apartment,79029.72,82.0,Distrito Federal,19.366467,-99.222157
apartment,247685.19,190.0,Distrito Federal,19.2987368,-99.2109985
apartment,779944.87,180.0,Distrito Federal,19.4305425,-99.1913891
apartment,49051.11,56.0,Distrito Federal,19.450242,-99.194688
house,229240.55,360.0,Quintana Roo,21.1451784,-86.8317477
house,93804.18,147.0,Quintana Roo,20.626583,-87.078659
apartment,143254.54,166.0,Quintana Roo,21.1283443,-86.837339
apartment,116331.75,70.0,Distrito Federal,19.307233,-99.132533
apartment,197100.13,98.0,Distrito Federal,19.380937,-99.179545
house,553208.07,400.0,Distrito Federal,19.301081,-99.216217
apartment,57955.13,90.0,Quintana Roo,20.6531453617,-87.0915412903
apartment,34615.01,59.0,Distrito Federal,19.511437,-99.133339
apartment,79029.72,60.0,Distrito Federal,19.482603,-99.194748
apartment,56216.63,65.0,Distrito Federal,19.2790911,-99.2114234
house,194986.21,186.0,Quintana Roo,21.082655,-86.857162
apartment,734976.44,123.0,Distrito Federal,19.3904162,-99.2550003
apartment,36318.53,60.0,Distrito Federal,19.466974,-99.131334
apartment,123842.59,53.0,Distrito Federal,19.331932,-99.246689
apartment,197621.16,75.0,Quintana Roo,21.129547,-86.817017
house,790000.0,179.0,Solidaridad,20.63554,-87.066025
apartment,57428.26,75.0,Distrito Federal,19.436607,-99.159948
apartment,68732.64,0.0,Quintana Roo,21.082655,-86.857162
house,138986.94,212.0,Distrito Federal,19.452692,-99.072311
apartment,38812.39,60.0,Distrito Federal,19.464589,-99.183659
apartment,163350.0,77.0,Quintana Roo,20.6238429,-87.0846239
apartment,840000.0,260.0,Quintana Roo,21.1902642,-86.8198375
house,86953.31,160.0,Quintana Roo,21.1324778454,-86.8613541123
apartment,35826.8,117.5,Distrito Federal,19.4408996,-99.0946085
apartment,54235.15,75.0,Distrito Federal,19.400379,-99.131088
apartment,59535.72,60.0,Distrito Federal,19.336455,-99.149511
apartment,121722.9,63.0,Distrito Federal,19.453142,-99.180214
apartment,226605.6,145.0,Quintana Roo,21.129547,-86.817017
house,237145.4,208.0,Quintana Roo,21.1667968,-86.8729227
apartment,2500000.0,457.0,Distrito Federal,19.2464696,-99.1013498
apartment,226078.61,125.0,Distrito Federal,19.3923907,-99.1580693
house,1150000.0,555.0,Distrito Federal,19.347502,-99.171906
apartment,55900.35,75.0,Distrito Federal,19.368823,-99.224603
apartment,289844.37,150.0,Quintana Roo,21.203037,-86.806343
apartment,1850000.0,650.0,Distrito Federal,19.420166,-99.220367
apartment,59746.47,360.0,Distrito Federal,19.5231281883,-99.1456139088
apartment,29571.29,70.0,Distrito Federal,19.383958,-99.101064
apartment,85000.0,39.0,Quintana Roo,21.13610551,-86.767873764
house,230294.53,319.0,Distrito Federal,19.397882,-99.165969
apartment,650000.0,222.0,Distrito Federal,19.3580697,-99.2740016
apartment,181811.47,87.0,Distrito Federal,19.33923,-99.218987
apartment,537529.57,200.0,Distrito Federal,19.3033425494,-99.2250980436
apartment,77975.99,70.0,Distrito Federal,19.374721,-99.140098
apartment,89567.02,86.0,Distrito Federal,19.427276,-99.171878
apartment,510536.65,133.0,Distrito Federal,19.430718,-99.1583733
apartment,179134.04,180.0,Quintana Roo,21.082655,-86.857162
apartment,2500000.0,280.0,Distrito Federal,19.4299,-99.1992306
apartment,260990.4,178.0,Distrito Federal,19.403334,-99.157755
apartment,156706.83,100.0,Distrito Federal,19.386821,-99.164805
house,168636.73,275.0,Quintana Roo,21.161908,-86.8515279
store,175000.0,69.0,Quintana Roo,20.615412904,-87.0928931236
apartment,61537.81,52.0,Distrito Federal,19.392349,-99.07093
house,247626.47,244.0,Distrito Federal,19.279039,-99.142159
apartment,1200000.0,321.0,Distrito Federal,19.39344,-99.264859
apartment,2256896.0,194.5,Distrito Federal,19.430456,-99.1889121
apartment,33200.35,52.0,Distrito Federal,19.426633,-99.062567
house,421491.87,365.0,Distrito Federal,19.360871,-99.274796
house,89303.59,115.0,Distrito Federal,19.346687,-99.011513
apartment,210745.93,106.0,Distrito Federal,19.367745,-99.180127
house,47944.7,90.0,Distrito Federal,19.242553,-99.098014
apartment,163103.33,65.0,Distrito Federal,19.446829,-99.159454
apartment,526864.83,293.0,Distrito Federal,19.354509,-99.149765
apartment,37375.69,80.0,Distrito Federal,19.439131,-99.161361
apartment,224660.17,90.0,Distrito Federal,19.406592,-99.155442
apartment,151452.35,120.0,Distrito Federal,19.443178,-99.20237
apartment,690000.0,330.0,Quintana Roo,21.1730069855,-86.8192434311
house,234454.85,411.0,Distrito Federal,19.3190055,-99.1334079
store,39524.23,250.0,Quintana Roo,21.152931,-86.863943
house,58771.77,200.0,Distrito Federal,19.31725,-99.079622
house,122050.83,200.0,Distrito Federal,19.328833,-99.133163
house,33200.35,70.0,Quintana Roo,21.139641,-86.879738
apartment,163328.09,98.0,Distrito Federal,19.380644,-99.179176
apartment,209692.2,108.0,Distrito Federal,19.390031,-99.174182
apartment,2100000.0,466.0,Quintana Roo,21.129547,-86.817017
house,129292.63,5700.0,Quintana Roo,21.148825,-86.832441
house,360000.0,270.0,Quintana Roo,20.5054143,-87.2206479
apartment,35879.49,58.0,Distrito Federal,19.370822,-99.105239
house,141014.32,350.0,Distrito Federal,19.423202,-99.110099
apartment,219675.64,350.0,Distrito Federal,19.30282,-99.164293
house,368805.38,350.0,Distrito Federal,19.289281,-99.185286
apartment,33192.48,70.0,Distrito Federal,19.395629,-99.192146
apartment,200256.11,118.0,Distrito Federal,19.3950621,-99.1501769
apartment,43029.05,67.0,Distrito Federal,19.441029,-99.168787
apartment,28977.56,65.0,Distrito Federal,19.363161,-99.248065
house,119598.31,100.0,Distrito Federal,19.403221,-99.161686
apartment,84298.37,130.0,Quintana Roo,21.129547,-86.817017
apartment,48431.1,45.0,Distrito Federal,19.458118,-99.125557
apartment,150830.86,78.0,Distrito Federal,19.364891,-99.148384
apartment,60076.83,75.0,Distrito Federal,19.371543,-99.141669
apartment,81242.55,75.0,Distrito Federal,19.363254,-99.174611
apartment,59377.66,80.0,Distrito Federal,19.367721,-99.219332
apartment,642927.53,220.0,Distrito Federal,19.3032455116,-99.2240953445
apartment,91411.04,100.0,Distrito Federal,19.3757,-99.196831
apartment,458372.4,270.0,Distrito Federal,19.378238,-99.164723
house,2800000.0,790.0,Distrito Federal,19.4102021,-99.2256286
apartment,41680.96,65.0,Distrito Federal,19.449997,-99.18117
apartment,225504.19,65.0,Distrito Federal,19.358585,-99.185753
apartment,141673.95,99.0,Distrito Federal,19.337013,-99.197613
apartment,39883.66,754.0,Distrito Federal,19.372724,-99.137094
apartment,948581.6,346.0,Distrito Federal,19.4374339,-99.1870814
house,99524.76,144.0,Distrito Federal,19.499434,-99.111916
apartment,50930.23,90.0,Distrito Federal,19.384955,-99.227837
house,434766.56,250.0,Distrito Federal,19.348478,-99.152534
apartment,147557.13,78.0,Distrito Federal,19.3499358,-99.2906864
house,1159102.64,147.0,Distrito Federal,19.3424567,-99.1986035
store,70073.02,216.0,Distrito Federal,19.455122,-99.209886
apartment,252912.93,79.0,Distrito Federal,19.430132,-99.169144
house,93723.98,180.0,Distrito Federal,19.320076,-99.105863
apartment,268047.75,87.0,Distrito Federal,19.394358,-99.177444
house,579551.32,257.0,Distrito Federal,19.336597,-99.202001
apartment,73234.21,79.0,Quintana Roo,21.1511,-86.852102
apartment,38735.1,60.0,Distrito Federal,19.511896,-99.194208
house,300384.17,175.0,Distrito Federal,19.2454543,-99.1032513
store,259112.12,591.0,Distrito Federal,19.41811,-99.092291
house,176499.72,200.0,Distrito Federal,19.374413,-99.105499
apartment,73761.07,80.0,Distrito Federal,19.2790911,-99.2114234
apartment,1200000.0,450.0,Distrito Federal,19.3701652255,-99.270250796
apartment,180187.77,70.0,Distrito Federal,19.394144,-99.174001
apartment,53564.45,50.0,Distrito Federal,19.405911,-99.063045
house,86885.06,205.0,Distrito Federal,19.342257,-99.219357
house,1570000.0,520.0,Quintana Roo,21.1295466,-86.8170132
apartment,258224.99,207.0,Quintana Roo,21.129547,-86.817017
apartment,19177.88,44.0,Distrito Federal,19.449683,-99.131766
apartment,193000.0,97.0,Quintana Roo,20.2010709667,-87.4617290497
apartment,203500.0,71.0,Quintana Roo,20.626583,-87.078659
apartment,104319.23,85.0,Distrito Federal,19.459745,-99.157984
house,37229.03,395.0,Distrito Federal,19.324355,-99.264328
apartment,23870.55,40.0,Distrito Federal,19.393492,-99.20734
apartment,242357.82,170.0,Distrito Federal,19.381174,-99.199421
apartment,21763.89,56.0,Distrito Federal,19.353876,-99.0028926
house,71126.75,111.0,Zacatecas,23.634501,-102.552788
apartment,79156.17,69.0,Distrito Federal,19.436264,-99.099608
house,737785.69,820.0,Quintana Roo,21.158964,-86.845937
apartment,67052.34,90.0,Distrito Federal,19.343558,-99.15189
house,31619.38,62.0,Quintana Roo,21.180864,-86.85466
apartment,1248353.54,310.0,Distrito Federal,19.383531,-99.233933
apartment,650000.0,130.0,Quintana Roo,21.1612887,-86.8397009
apartment,71748.66,80.0,Distrito Federal,19.384478,-99.185339
apartment,192351.27,85.0,Distrito Federal,19.368544,-99.163605
apartment,42676.05,61.0,Distrito Federal,19.414261,-99.104118
house,750000.0,438.0,Quintana Roo,21.1295466,-86.8170132
house,173760.02,190.0,Distrito Federal,19.379342,-99.117198
apartment,197574.31,97.0,Distrito Federal,19.400249,-99.177444
apartment,44783.51,885.0,Distrito Federal,19.412017,-99.144716
house,34246.21,142.0,Zacatecas,23.824164,-103.031515
house,179239.41,110.0,Distrito Federal,19.493006,-99.133455
apartment,740000.0,230.0,Quintana Roo,21.1347621,-86.7461357
apartment,160693.77,126.0,Distrito Federal,23.634501,-102.552788
apartment,1500000.0,275.0,Distrito Federal,19.3585527672,-99.2816984653
apartment,271399.73,249.0,Quintana Roo,21.1902642,-86.8198375
apartment,192305.66,86.0,Distrito Federal,19.368544,-99.163605
apartment,66279.59,50.0,Distrito Federal,19.293561,-99.117034
house,470074.88,420.0,Distrito Federal,19.341894,-99.224525
apartment,54267.07,500.0,Distrito Federal,19.462355,-99.193313
apartment,24852.63,56.0,Distrito Federal,19.342083,-99.0532159
house,143465.29,255.0,Distrito Federal,19.417923,-99.148384
house,118544.58,232.0,Distrito Federal,19.496314,-99.097663
apartment,79029.72,100.0,Distrito Federal,23.634501,-102.552788
apartment,1150000.0,448.0,Distrito Federal,19.3992009,-99.2568914
apartment,105741.77,60.0,Distrito Federal,19.493973,-99.130394
apartment,25795.88,56.0,Distrito Federal,19.3457296,-99.0825907
house,176499.72,350.0,Distrito Federal,19.317653,-99.236291
apartment,214265.39,77.0,Distrito Federal,19.394358,-99.177444
apartment,26870.1,50.0,Distrito Federal,19.305214,-99.046887
apartment,278516.36,74.0,Distrito Federal,19.437238,-99.1779516
apartment,110114.75,98.0,Distrito Federal,19.391074,-99.165737
apartment,342543.35,151.0,Distrito Federal,19.3926197,-99.1592449
apartment,34421.81,75.0,Distrito Federal,19.452665,-99.121497
house,155425.12,170.0,Distrito Federal,19.346675,-99.233856
apartment,379342.68,200.0,Distrito Federal,19.401079,-99.24807
house,189716.32,240.0,Quintana Roo,21.129547,-86.817017
house,332530.55,160.0,Distrito Federal,19.342077,-99.127866
apartment,180187.77,150.0,Distrito Federal,19.365686,-99.263209
apartment,375000.0,113.0,Quintana Roo,20.2016654,-87.4605774
apartment,35510.69,70.0,Distrito Federal,19.322108,-99.141935
apartment,456689.34,213.0,Quintana Roo,21.1902642,-86.8198375
house,247099.6,380.0,Distrito Federal,19.387064,-99.168707
apartment,45035.82,90.0,Distrito Federal,19.440749,-99.141649
apartment,20547.72,60.0,Distrito Federal,19.312223,-99.105454
apartment,137059.5,65.0,Distrito Federal,19.39365,-99.14769
apartment,63961.39,1001.0,Distrito Federal,23.634501,-102.552788
house,496996.15,342.0,Distrito Federal,19.3109757,-99.2426849
apartment,82594.47,126.0,Distrito Federal,19.2990233,-99.0436467
apartment,466275.38,183.0,Distrito Federal,19.3772837704,-99.174844176
apartment,273969.71,164.0,Distrito Federal,19.3617,-99.287392
apartment,43835.15,56.0,Distrito Federal,19.449701,-99.142034
house,108032.9,100.0,Distrito Federal,19.307591,-99.239991
apartment,156444.61,52.0,Distrito Federal,19.405298,-99.164986
apartment,45731.86,74.0,Distrito Federal,19.337943,-99.12367
apartment,385643.42,125.0,Distrito Federal,19.432657,-99.177444
apartment,732342.12,297.0,Distrito Federal,19.390415,-99.254997
apartment,526864.83,315.0,Distrito Federal,19.401079,-99.24807
apartment,60062.59,60.0,Distrito Federal,19.371543,-99.141669
apartment,71126.75,87.0,Quintana Roo,21.136826,-86.866837
apartment,119201.69,62.0,Distrito Federal,19.4306069,-99.0949899
house,385138.19,442.0,Distrito Federal,19.395323,-99.182214
store,10537.29,31.0,Distrito Federal,19.366254,-99.287392
house,229186.2,520.0,Distrito Federal,19.508428,-99.125896
house,176499.72,200.0,Distrito Federal,19.374413,-99.105499
apartment,44446.31,65.0,Distrito Federal,19.405526,-99.165735
house,71724.21,167.0,Othón P. Blanco,18.528484,-88.317856
house,1130000.0,484.0,Distrito Federal,19.287188,-99.170525
apartment,90936.87,56.0,Distrito Federal,19.444584,-99.174675
apartment,40568.59,70.0,Distrito Federal,19.374721,-99.140098
house,111615.26,120.0,Distrito Federal,19.378143,-99.223986
apartment,38829.93,95.0,Distrito Federal,19.453564,-99.133092
